Timestamp,Audio,Temperature(C),Humidity(%),Pressure(Pa),Oxygen(%),HeartRate(BPM)
2025-03-18 23:31:47,225,24.72,44.19,0.0,0.0,0.0
2025-03-18 23:31:47,226,24.74,44.18,0.0,0.0,0.0
2025-03-18 23:31:47,227,24.74,44.18,0.0,0.0,0.0
2025-03-18 23:31:47,225,24.74,44.18,0.0,0.0,0.0
2025-03-18 23:31:47,223,24.73,44.16,0.0,0.0,0.0
2025-03-18 23:31:47,225,24.72,44.21,0.0,0.0,0.0
2025-03-18 23:31:47,229,24.73,44.15,0.0,0.0,0.0
2025-03-18 23:31:47,220,24.73,44.2,0.0,0.0,0.0
2025-03-18 23:31:47,231,24.73,44.18,0.0,0.0,0.0
2025-03-18 23:31:47,240,24.7,44.07,0.0,0.0,0.0
2025-03-18 23:31:47,243,24.71,44.08,0.0,0.0,0.0
2025-03-18 23:31:48,243,24.72,44.1,0.0,0.0,0.0
2025-03-18 23:31:48,249,24.72,44.08,0.0,0.0,0.0
2025-03-18 23:31:48,252,24.71,44.09,0.0,0.0,0.0
2025-03-18 23:31:48,260,24.73,44.14,0.0,0.0,0.0
2025-03-18 23:31:48,261,24.71,44.11,0.0,0.0,0.0
2025-03-18 23:31:48,270,24.73,44.16,0.0,0.0,0.0
2025-03-18 23:31:48,273,24.71,44.13,0.0,0.0,0.0
2025-03-18 23:31:48,285,24.74,44.27,0.0,0.0,0.0
2025-03-18 23:31:48,304,24.7,44.2,0.0,0.0,0.0
2025-03-18 23:31:48,302,24.71,44.21,0.0,0.0,0.0
2025-03-18 23:31:48,315,24.71,44.21,0.0,0.0,0.0
2025-03-18 23:31:48,330,24.73,44.27,0.0,0.0,0.0
2025-03-18 23:31:48,337,24.73,44.23,0.0,0.0,0.0
2025-03-18 23:31:48,350,24.72,44.17,0.0,0.0,0.0
2025-03-18 23:31:48,363,24.73,44.2,0.0,0.0,0.0
2025-03-18 23:31:48,374,24.71,44.23,0.0,0.0,0.0
2025-03-18 23:31:48,384,24.7,44.24,0.0,0.0,0.0
2025-03-18 23:31:48,399,24.72,44.26,0.0,0.0,0.0
2025-03-18 23:31:48,414,24.7,44.17,0.0,0.0,0.0
2025-03-18 23:31:48,434,24.71,44.2,0.0,0.0,0.0
2025-03-18 23:31:48,446,24.72,44.17,0.0,0.0,0.0
2025-03-18 23:31:48,465,24.7,44.2,0.0,0.0,0.0
2025-03-18 23:31:48,485,24.71,44.21,0.0,0.0,0.0
2025-03-18 23:31:48,494,24.73,44.17,0.0,0.0,0.0
2025-03-18 23:31:48,511,24.7,44.12,0.0,0.0,0.0
2025-03-18 23:31:48,530,24.72,44.16,0.0,0.0,0.0
2025-03-18 23:31:48,550,24.71,44.14,0.0,0.0,0.0
2025-03-18 23:31:48,560,24.72,44.19,0.0,0.0,0.0
2025-03-18 23:31:49,576,24.69,44.11,0.0,0.0,0.0
2025-03-18 23:31:49,591,24.68,44.13,0.0,0.0,0.0
2025-03-18 23:31:49,608,24.71,44.17,0.0,0.0,0.0
2025-03-18 23:31:49,620,24.72,44.18,0.0,0.0,0.0
2025-03-18 23:31:49,626,24.71,44.19,0.0,0.0,0.0
2025-03-18 23:31:49,609,24.71,44.17,0.0,0.0,0.0
2025-03-18 23:31:49,613,24.72,44.14,0.0,0.0,0.0
2025-03-18 23:31:49,611,24.7,44.15,0.0,0.0,0.0
2025-03-18 23:31:49,605,24.7,44.17,0.0,0.0,0.0
2025-03-18 23:31:49,568,24.71,44.13,0.0,0.0,0.0
2025-03-18 23:31:49,587,24.68,44.1,0.0,0.0,0.0
2025-03-18 23:31:49,1062,24.68,44.13,0.0,0.0,0.0
