Timestamp,Audio,Temperature(C),Humidity(%),Pressure(Pa),Oxygen(%),HeartRate(BPM)
2025-03-18 18:22:56,289,21.43,49.49,0.0,0.0,0.0
2025-03-18 18:22:56,289,21.43,49.56,0.0,0.0,0.0
2025-03-18 18:22:56,278,21.43,49.55,0.0,0.0,0.0
2025-03-18 18:22:56,299,21.44,49.56,0.0,0.0,0.0
2025-03-18 18:22:56,289,21.43,49.58,0.0,0.0,0.0
2025-03-18 18:22:56,277,21.43,49.56,0.0,0.0,0.0
2025-03-18 18:22:56,284,21.44,49.59,0.0,0.0,0.0
2025-03-18 18:22:56,291,21.43,49.5,0.0,0.0,0.0
2025-03-18 18:22:56,270,21.43,49.5,0.0,0.0,0.0
2025-03-18 18:22:56,295,21.42,49.5,0.0,0.0,0.0
2025-03-18 18:22:56,285,21.43,49.46,0.0,0.0,0.0
2025-03-18 18:22:56,285,21.43,49.45,0.0,0.0,0.0
2025-03-18 18:22:56,280,21.43,49.38,0.0,0.0,0.0
2025-03-18 18:22:56,273,21.42,49.45,0.0,0.0,0.0
2025-03-18 18:22:56,282,21.43,49.49,0.0,0.0,0.0
2025-03-18 18:22:56,287,21.43,49.42,0.0,0.0,0.0
2025-03-18 18:22:56,294,21.43,49.36,0.0,0.0,0.0
2025-03-18 18:22:56,288,21.43,49.35,0.0,0.0,0.0
2025-03-18 18:22:56,258,21.41,49.4,0.0,0.0,0.0
2025-03-18 18:22:57,322,21.41,49.39,0.0,0.0,0.0
2025-03-18 18:22:57,284,21.43,49.34,0.0,0.0,0.0
2025-03-18 18:22:57,281,21.44,49.39,0.0,0.0,0.0
2025-03-18 18:22:57,304,21.42,49.4,0.0,0.0,0.0
2025-03-18 18:22:57,281,21.43,49.34,0.0,0.0,0.0
2025-03-18 18:22:57,274,21.42,49.28,0.0,0.0,0.0
2025-03-18 18:22:57,253,21.43,49.35,0.0,0.0,0.0
2025-03-18 18:22:57,309,21.43,49.34,0.0,0.0,0.0
2025-03-18 18:22:57,272,21.45,49.3,0.0,0.0,0.0
2025-03-18 18:22:57,247,21.45,49.3,0.0,0.0,0.0
2025-03-18 18:22:57,251,21.43,49.34,0.0,0.0,0.0
2025-03-18 18:22:57,256,21.41,49.37,0.0,0.0,0.0
2025-03-18 18:22:57,262,21.43,49.29,0.0,0.0,0.0
2025-03-18 18:22:57,245,21.43,49.33,0.0,0.0,0.0
2025-03-18 18:22:57,256,21.43,49.31,0.0,0.0,0.0
2025-03-18 18:22:57,237,21.43,49.28,0.0,0.0,0.0
2025-03-18 18:22:57,243,21.44,49.28,0.0,0.0,0.0
2025-03-18 18:22:57,233,21.45,49.31,0.0,0.0,0.0
2025-03-18 18:22:57,256,21.43,49.33,0.0,0.0,0.0
2025-03-18 18:22:57,243,21.44,49.23,0.0,0.0,0.0
2025-03-18 18:22:57,251,21.42,49.26,0.0,0.0,0.0
2025-03-18 18:22:57,244,21.42,49.2,0.0,0.0,0.0
2025-03-18 18:22:57,250,21.43,49.27,0.0,0.0,0.0
2025-03-18 18:22:57,253,21.43,49.19,0.0,0.0,0.0
2025-03-18 18:22:57,247,21.44,49.21,0.0,0.0,0.0
2025-03-18 18:22:57,247,21.44,49.25,0.0,0.0,0.0
2025-03-18 18:22:57,258,21.44,49.23,0.0,0.0,0.0
2025-03-18 18:22:57,252,21.44,49.19,0.0,0.0,0.0
2025-03-18 18:22:57,239,21.43,49.17,0.0,0.0,0.0
2025-03-18 18:22:57,250,21.45,49.16,0.0,0.0,0.0
2025-03-18 18:22:58,221,21.42,49.14,0.0,0.0,0.0
2025-03-18 18:22:58,253,21.43,49.15,0.0,0.0,0.0
2025-03-18 18:22:58,262,21.43,49.2,0.0,0.0,0.0
2025-03-18 18:22:58,256,21.44,49.15,0.0,0.0,0.0
2025-03-18 18:22:58,261,21.44,49.21,0.0,0.0,0.0
2025-03-18 18:22:58,267,21.43,49.17,0.0,0.0,0.0
2025-03-18 18:22:58,270,21.44,49.17,0.0,0.0,0.0
2025-03-18 18:22:58,274,21.43,49.13,0.0,0.0,0.0
2025-03-18 18:22:58,273,21.44,49.09,0.0,0.0,0.0
2025-03-18 18:22:58,289,21.44,49.09,0.0,0.0,0.0
2025-03-18 18:22:58,289,21.42,49.11,0.0,0.0,0.0
2025-03-18 18:22:58,289,21.44,49.1,0.0,0.0,0.0
2025-03-18 18:22:58,305,21.43,49.08,0.0,0.0,0.0
2025-03-18 18:22:58,297,21.45,49.07,0.0,0.0,0.0
2025-03-18 18:22:58,301,21.45,49.04,0.0,0.0,0.0
2025-03-18 18:22:58,338,21.44,49.02,0.0,0.0,0.0
2025-03-18 18:22:58,785,21.45,49.04,0.0,0.0,0.0
2025-03-18 18:22:58,481,21.44,49.03,0.0,0.0,0.0
2025-03-18 18:22:58,1683,21.44,49.0,0.0,0.0,0.0
2025-03-18 18:22:58,688,21.45,49.03,0.0,0.0,0.0
2025-03-18 18:22:59,379,21.44,49.09,0.0,0.0,0.0
