Timestamp,Audio,Temperature(C),Humidity(%),Pressure(Pa),Oxygen(%),HeartRate(BPM)
2025-03-19 00:15:15,295,23.64,53.46,0.0,0.0,0.0
2025-03-19 00:15:15,293,23.66,53.51,0.0,0.0,0.0
2025-03-19 00:15:15,295,23.64,53.49,0.0,0.0,0.0
2025-03-19 00:15:15,297,23.64,53.49,0.0,0.0,0.0
2025-03-19 00:15:15,298,23.65,53.45,0.0,0.0,0.0
2025-03-19 00:15:15,291,23.66,53.44,0.0,0.0,0.0
2025-03-19 00:15:15,292,23.65,53.45,0.0,0.0,0.0
2025-03-19 00:15:15,288,23.66,53.51,0.0,0.0,0.0
2025-03-19 00:15:15,301,23.65,53.49,0.0,0.0,0.0
2025-03-19 00:15:15,293,23.63,53.49,0.0,0.0,0.0
2025-03-19 00:15:15,290,23.64,53.44,0.0,0.0,0.0
2025-03-19 00:15:15,292,23.66,53.44,0.0,0.0,0.0
2025-03-19 00:15:15,303,23.67,53.49,0.0,0.0,0.0
2025-03-19 00:15:15,289,23.65,53.45,0.0,0.0,0.0
2025-03-19 00:15:15,294,23.65,53.48,0.0,0.0,0.0
2025-03-19 00:15:15,295,23.67,53.46,0.0,0.0,0.0
2025-03-19 00:15:15,299,23.65,53.52,0.0,0.0,0.0
2025-03-19 00:15:15,291,23.66,53.5,0.0,0.0,0.0
2025-03-19 00:15:15,286,23.64,53.46,0.0,0.0,0.0
2025-03-19 00:15:15,301,23.64,53.46,0.0,0.0,0.0
2025-03-19 00:15:15,293,23.66,53.5,0.0,0.0,0.0
2025-03-19 00:15:15,291,23.65,53.46,0.0,0.0,0.0
2025-03-19 00:15:15,289,23.65,53.44,0.0,0.0,0.0
2025-03-19 00:15:15,299,23.65,53.49,0.0,0.0,0.0
2025-03-19 00:15:15,295,23.66,53.49,0.0,0.0,0.0
2025-03-19 00:15:15,290,23.66,53.47,0.0,0.0,0.0
2025-03-19 00:15:15,298,23.66,53.49,0.0,0.0,0.0
2025-03-19 00:15:15,290,23.67,53.53,0.0,0.0,0.0
2025-03-19 00:15:15,282,23.67,53.49,0.0,0.0,0.0
2025-03-19 00:15:16,285,23.66,53.42,0.0,0.0,0.0
2025-03-19 00:15:16,297,23.66,53.54,0.0,0.0,0.0
2025-03-19 00:15:16,301,23.69,53.51,0.0,0.0,0.0
2025-03-19 00:15:16,287,23.67,53.45,0.0,0.0,0.0
2025-03-19 00:15:16,290,23.67,53.5,0.0,0.0,0.0
2025-03-19 00:15:16,288,23.68,53.45,0.0,0.0,0.0
2025-03-19 00:15:16,301,23.68,53.45,0.0,0.0,0.0
2025-03-19 00:15:16,293,23.68,53.45,0.0,0.0,0.0
2025-03-19 00:15:16,295,23.69,53.47,0.0,0.0,0.0
2025-03-19 00:15:16,292,23.69,53.44,0.0,0.0,0.0
2025-03-19 00:15:16,293,23.66,53.5,0.0,0.0,0.0
2025-03-19 00:15:16,287,23.66,53.47,0.0,0.0,0.0
2025-03-19 00:15:16,295,23.66,53.47,0.0,0.0,0.0
2025-03-19 00:15:16,287,23.69,53.43,0.0,0.0,0.0
2025-03-19 00:15:16,291,23.67,53.39,0.0,0.0,0.0
2025-03-19 00:15:16,292,23.66,53.39,0.0,0.0,0.0
2025-03-19 00:15:16,283,23.68,53.4,0.0,0.0,0.0
2025-03-19 00:15:16,297,23.68,53.39,0.0,0.0,0.0
2025-03-19 00:15:16,283,23.69,53.4,0.0,0.0,0.0
2025-03-19 00:15:16,292,23.66,53.38,0.0,0.0,0.0
2025-03-19 00:15:16,289,23.67,53.42,0.0,0.0,0.0
2025-03-19 00:15:16,291,23.67,53.48,0.0,0.0,0.0
2025-03-19 00:15:16,281,23.68,53.4,0.0,0.0,0.0
2025-03-19 00:15:16,279,23.69,53.41,0.0,0.0,0.0
2025-03-19 00:15:16,286,23.68,53.38,0.0,0.0,0.0
2025-03-19 00:15:16,292,23.68,53.35,0.0,0.0,0.0
2025-03-19 00:15:16,285,23.68,53.38,0.0,0.0,0.0
2025-03-19 00:15:16,281,23.69,53.46,0.0,0.0,0.0
2025-03-19 00:15:16,284,23.7,53.45,0.0,0.0,0.0
2025-03-19 00:15:16,285,23.66,53.46,0.0,0.0,0.0
2025-03-19 00:15:17,281,23.67,53.49,0.0,0.0,0.0
2025-03-19 00:15:17,275,23.68,53.43,0.0,0.0,0.0
2025-03-19 00:15:17,274,23.68,53.44,0.0,0.0,0.0
2025-03-19 00:15:17,280,23.68,53.5,0.0,0.0,0.0
2025-03-19 00:15:17,279,23.68,53.52,0.0,0.0,0.0
2025-03-19 00:15:17,277,23.69,53.48,0.0,0.0,0.0
2025-03-19 00:15:17,281,23.7,53.49,0.0,0.0,0.0
2025-03-19 00:15:17,278,23.71,53.53,0.0,0.0,0.0
2025-03-19 00:15:17,272,23.7,53.52,0.0,0.0,0.0
2025-03-19 00:15:17,283,23.7,53.55,0.0,0.0,0.0
2025-03-19 00:15:17,275,23.67,53.56,0.0,0.0,0.0
