Timestamp,T_Value,H_Value,P_Value,B_Value,HR_Value
2025-02-18 02:01:13,24.13,54.67,0.0,0.0,0.0
2025-02-18 02:01:13,24.1,54.65,0.0,0.0,0.0
2025-02-18 02:01:13,24.11,54.67,0.0,0.0,0.0
2025-02-18 02:01:13,24.11,54.67,0.0,0.0,0.0
2025-02-18 02:01:13,24.09,54.65,0.0,0.0,0.0
2025-02-18 02:01:13,24.09,54.62,0.0,0.0,0.0
2025-02-18 02:01:13,24.08,54.63,0.0,0.0,0.0
2025-02-18 02:01:13,24.09,54.61,0.0,0.0,0.0
2025-02-18 02:01:13,24.09,54.73,0.0,0.0,0.0
2025-02-18 02:01:13,24.08,54.63,0.0,0.0,0.0
2025-02-18 02:01:13,24.07,54.61,0.0,0.0,0.0
2025-02-18 02:01:13,24.09,54.68,0.0,0.0,0.0
2025-02-18 02:01:14,24.08,54.71,0.0,0.0,0.0
2025-02-18 02:01:14,24.09,54.7,0.0,0.0,0.0
2025-02-18 02:01:14,24.06,54.71,0.0,0.0,0.0
2025-02-18 02:01:14,24.07,54.7,0.0,0.0,0.0
2025-02-18 02:01:14,24.05,54.67,0.0,0.0,0.0
2025-02-18 02:01:14,24.05,54.67,0.0,0.0,0.0
2025-02-18 02:01:14,24.04,54.8,0.0,0.0,0.0
2025-02-18 02:01:14,24.04,54.76,0.0,0.0,0.0
2025-02-18 02:01:14,24.04,54.72,0.0,0.0,0.0
2025-02-18 02:01:14,24.04,54.76,0.0,0.0,0.0
2025-02-18 02:01:14,24.04,54.74,0.0,0.0,0.0
2025-02-18 02:01:14,24.05,54.73,0.0,0.0,0.0
2025-02-18 02:01:14,24.04,54.73,0.0,0.0,0.0
2025-02-18 02:01:14,24.03,54.78,0.0,0.0,0.0
2025-02-18 02:01:14,24.02,54.81,0.0,0.0,0.0
2025-02-18 02:01:14,24.03,54.78,0.0,0.0,0.0
2025-02-18 02:01:14,24.01,54.79,0.0,0.0,0.0
2025-02-18 02:01:14,24.01,54.81,0.0,0.0,0.0
2025-02-18 02:01:14,24.0,54.76,0.0,0.0,0.0
2025-02-18 02:01:14,24.0,54.78,0.0,0.0,0.0
2025-02-18 02:01:14,23.99,54.77,0.0,0.0,0.0
2025-02-18 02:01:14,23.96,54.76,0.0,0.0,0.0
2025-02-18 02:01:14,23.99,54.84,0.0,0.0,0.0
2025-02-18 02:01:14,23.98,54.82,0.0,0.0,0.0
2025-02-18 02:01:15,23.98,54.79,0.0,0.0,0.0
2025-02-18 02:01:15,23.98,54.85,0.0,0.0,0.0
2025-02-18 02:01:15,24.0,54.83,0.0,0.0,0.0
2025-02-18 02:01:15,23.99,54.84,0.0,0.0,0.0
2025-02-18 02:01:15,23.99,54.87,0.0,0.0,0.0
2025-02-18 02:01:15,23.97,54.8,0.0,0.0,0.0
2025-02-18 02:01:15,23.97,54.83,0.0,0.0,0.0
2025-02-18 02:01:15,23.98,54.79,0.0,0.0,0.0
2025-02-18 02:01:15,23.96,54.85,0.0,0.0,0.0
2025-02-18 02:01:15,23.96,54.85,0.0,0.0,0.0
2025-02-18 02:01:15,23.96,54.9,0.0,0.0,0.0
2025-02-18 02:01:15,23.96,54.87,0.0,0.0,0.0
2025-02-18 02:01:15,23.96,54.83,0.0,0.0,0.0
2025-02-18 02:01:15,23.94,54.82,0.0,0.0,0.0
2025-02-18 02:01:15,23.95,54.93,0.0,0.0,0.0
2025-02-18 02:01:15,23.94,54.84,0.0,0.0,0.0
2025-02-18 02:01:15,23.96,54.89,0.0,0.0,0.0
2025-02-18 02:01:15,23.94,54.93,0.0,0.0,0.0
2025-02-18 02:01:15,23.93,54.9,0.0,0.0,0.0
2025-02-18 02:01:15,23.94,54.92,0.0,0.0,0.0
2025-02-18 02:01:15,23.95,54.94,0.0,0.0,0.0
